Freq.	V(n002)
1.53108746168210e+05	(-1.11768688034757e+01dB,-7.39690052342126e+01°)
1.54881661891255e+05	(-1.12693230963555e+01dB,-7.41432338313725e+01°)
1.56675107010822e+05	(-1.13619364626438e+01dB,-7.43157643961096e+01°)
1.58489319246118e+05	(-1.14547058111417e+01dB,-7.44866072805879e+01°)
1.60324539069011e+05	(-1.15476280997329e+01dB,-7.46557729769877e+01°)
1.62181009735900e+05	(-1.16407003350691e+01dB,-7.48232721095860e+01°)
1.64058977319961e+05	(-1.17339195722358e+01dB,-7.49891154270282e+01°)
1.65958690743763e+05	(-1.18272829143993e+01dB,-7.51533137947890e+01°)
1.67880401812263e+05	(-1.19207875124360e+01dB,-7.53158781878222e+01°)
1.69824365246182e+05	(-1.20144305645452e+01dB,-7.54768196833994e+01°)
1.71790838715766e+05	(-1.21082093158466e+01dB,-7.56361494541335e+01°)
1.73780082874945e+05	(-1.22021210579628e+01dB,-7.57938787611884e+01°)
1.75792361395877e+05	(-1.22961631285895e+01dB,-7.59500189476719e+01°)
1.77827941003900e+05	(-1.23903329110523e+01dB,-7.61045814322096e+01°)
1.79887091512887e+05	(-1.24846278338522e+01dB,-7.62575777026986e+01°)
1.81970085861006e+05	(-1.25790453702009e+01dB,-7.64090193102391e+01°)
1.84077200146904e+05	(-1.26735830375460e+01dB,-7.65589178632409e+01°)
1.86208713666295e+05	(-1.27682383970875e+01dB,-7.67072850217028e+01°)
1.88364908948988e+05	(-1.28630090532861e+01dB,-7.68541324916632e+01°)
1.90546071796333e+05	(-1.29578926533645e+01dB,-7.69994720198180e+01°)
1.92752491319102e+05	(-1.30528868868016e+01dB,-7.71433153883053e+01°)
1.94984459975813e+05	(-1.31479894848217e+01dB,-7.72856744096521e+01°)
1.97242273611494e+05	(-1.32431982198781e+01dB,-7.74265609218814e+01°)
1.99526231496897e+05	(-1.33385109051318e+01dB,-7.75659867837775e+01°)
2.01836636368165e+05	(-1.34339253939276e+01dB,-7.77039638703054e+01°)
2.04173794466962e+05	(-1.35294395792657e+01dB,-7.78405040681824e+01°)
2.06538015581062e+05	(-1.36250513932714e+01dB,-7.79756192715989e+01°)
2.08929613085413e+05	(-1.37207588066628e+01dB,-7.81093213780853e+01°)
2.11348903983674e+05	(-1.38165598282163e+01dB,-7.82416222845222e+01°)
2.13796208950233e+05	(-1.39124525042315e+01dB,-7.83725338832910e+01°)
2.16271852372712e+05	(-1.40084349179959e+01dB,-7.85020680585618e+01°)
2.18776162394965e+05	(-1.41045051892485e+01dB,-7.86302366827164e+01°)
2.21309470960574e+05	(-1.42006614736450e+01dB,-7.87570516129018e+01°)
2.23872113856844e+05	(-1.42969019622222e+01dB,-7.88825246877136e+01°)
2.26464430759316e+05	(-1.43932248808652e+01dB,-7.90066677240040e+01°)
2.29086765276788e+05	(-1.44896284897745e+01dB,-7.91294925138136e+01°)
2.31739464996858e+05	(-1.45861110829363e+01dB,-7.92510108214220e+01°)
2.34422881532003e+05	(-1.46826709875943e+01dB,-7.93712343805166e+01°)
2.37137370566176e+05	(-1.47793065637237e+01dB,-7.94901748914746e+01°)
2.39883291901960e+05	(-1.48760162035087e+01dB,-7.96078440187569e+01°)
2.42661009508252e+05	(-1.49727983308226e+01dB,-7.97242533884102e+01°)
2.45470891568514e+05	(-1.50696514007112e+01dB,-7.98394145856750e+01°)
2.48313310529568e+05	(-1.51665738988802e+01dB,-7.99533391526966e+01°)
2.51188643150969e+05	(-1.52635643411856e+01dB,-8.00660385863361e+01°)
2.54097270554942e+05	(-1.53606212731287e+01dB,-8.01775243360793e+01°)
2.57039578276898e+05	(-1.54577432693555e+01dB,-8.02878078020403e+01°)
2.60015956316539e+05	(-1.55549289331593e+01dB,-8.03969003330577e+01°)
2.63026799189550e+05	(-1.56521768959893e+01dB,-8.05048132248801e+01°)
2.66072505979893e+05	(-1.57494858169629e+01dB,-8.06115577184393e+01°)
2.69153480392704e+05	(-1.58468543823833e+01dB,-8.07171449982078e+01°)
2.72270130807804e+05	(-1.59442813052615e+01dB,-8.08215861906390e+01°)
2.75422870333829e+05	(-1.60417653248445e+01dB,-8.09248923626870e+01°)
2.78612116862990e+05	(-1.61393052061472e+01dB,-8.10270745204039e+01°)
2.81838293126458e+05	(-1.62368997394910e+01dB,-8.11281436076125e+01°)
2.85101826750404e+05	(-1.63345477400468e+01dB,-8.12281105046518e+01°)
2.88403150312674e+05	(-1.64322480473839e+01dB,-8.13269860271930e+01°)
2.91742701400130e+05	(-1.65299995250244e+01dB,-8.14247809251246e+01°)
2.95120922666652e+05	(-1.66278010600031e+01dB,-8.15215058815032e+01°)
2.98538261891810e+05	(-1.67256515624330e+01dB,-8.16171715115689e+01°)
3.01995172040216e+05	(-1.68235499650767e+01dB,-8.17117883618231e+01°)
3.05492111321565e+05	(-1.69214952229235e+01dB,-8.18053669091661e+01°)
3.09029543251373e+05	(-1.70194863127718e+01dB,-8.18979175600933e+01°)
3.12607936712410e+05	(-1.71175222328180e+01dB,-8.19894506499476e+01°)
3.16227766016853e+05	(-1.72156020022506e+01dB,-8.20799764422264e+01°)
3.19889510969155e+05	(-1.73137246608506e+01dB,-8.21695051279412e+01°)
3.23593656929643e+05	(-1.74118892685971e+01dB,-8.22580468250280e+01°)
3.27340694878854e+05	(-1.75100949052797e+01dB,-8.23456115778067e+01°)
3.31131121482607e+05	(-1.76083406701155e+01dB,-8.24322093564887e+01°)
3.34965439157843e+05	(-1.77066256813727e+01dB,-8.25178500567289e+01°)
3.38844156139218e+05	(-1.78049490760002e+01dB,-8.26025434992235e+01°)
3.42767786546466e+05	(-1.79033100092618e+01dB,-8.26862994293489e+01°)
3.46736850452548e+05	(-1.80017076543779e+01dB,-8.27691275168427e+01°)
3.50751873952585e+05	(-1.81001412021711e+01dB,-8.28510373555240e+01°)
3.54813389233592e+05	(-1.81986098607190e+01dB,-8.29320384630514e+01°)
3.58921934645022e+05	(-1.82971128550116e+01dB,-8.30121402807183e+01°)
3.63078054770118e+05	(-1.83956494266149e+01dB,-8.30913521732833e+01°)
3.67282300498102e+05	(-1.84942188333401e+01dB,-8.31696834288345e+01°)
3.71535229097190e+05	(-1.85928203489180e+01dB,-8.32471432586867e+01°)
3.75837404288462e+05	(-1.86914532626791e+01dB,-8.33237407973100e+01°)
3.80189396320579e+05	(-1.87901168792395e+01dB,-8.33994851022884e+01°)
3.84591782045372e+05	(-1.88888105181913e+01dB,-8.34743851543077e+01°)
3.89045144994299e+05	(-1.89875335137994e+01dB,-8.35484498571715e+01°)
3.93550075455796e+05	(-1.90862852147030e+01dB,-8.36216880378430e+01°)
3.98107170553516e+05	(-1.91850649836225e+01dB,-8.36941084465137e+01°)
4.02717034325478e+05	(-1.92838721970715e+01dB,-8.37657197566955e+01°)
4.07380277804132e+05	(-1.93827062450744e+01dB,-8.38365305653375e+01°)
4.12097519097350e+05	(-1.94815665308883e+01dB,-8.39065493929645e+01°)
4.16869383470355e+05	(-1.95804524707305e+01dB,-8.39757846838374e+01°)
4.21696503428603e+05	(-1.96793634935112e+01dB,-8.40442448061349e+01°)
4.26579518801613e+05	(-1.97782990405701e+01dB,-8.41119380521533e+01°)
4.31519076827786e+05	(-1.98772585654190e+01dB,-8.41788726385274e+01°)
4.36515832240187e+05	(-1.99762415334886e+01dB,-8.42450567064676e+01°)
4.41570447353334e+05	(-2.00752474218797e+01dB,-8.43104983220151e+01°)
4.46683592150985e+05	(-2.01742757191201e+01dB,-8.43752054763136e+01°)
4.51855944374944e+05	(-2.02733259249249e+01dB,-8.44391860858959e+01°)
4.57088189614897e+05	(-2.03723975499622e+01dB,-8.45024479929864e+01°)
4.62381021399283e+05	(-2.04714901156227e+01dB,-8.45649989658168e+01°)
4.67735141287221e+05	(-2.05706031537942e+01dB,-8.46268466989559e+01°)
4.73151258961504e+05	(-2.06697362066400e+01dB,-8.46879988136521e+01°)
4.78630092322662e+05	(-2.07688888263820e+01dB,-8.47484628581877e+01°)
4.84172367584123e+05	(-2.08680605750875e+01dB,-8.48082463082453e+01°)
4.89778819368470e+05	(-2.09672510244606e+01dB,-8.48673565672844e+01°)
4.95450190804815e+05	(-2.10664597556373e+01dB,-8.49258009669288e+01°)
5.01187233627297e+05	(-2.11656863589852e+01dB,-8.49835867673636e+01°)
5.06990708274729e+05	(-2.12649304339064e+01dB,-8.50407211577413e+01°)
5.12861383991390e+05	(-2.13641915886449e+01dB,-8.50972112565967e+01°)
5.18800038928987e+05	(-2.14634694400972e+01dB,-8.51530641122696e+01°)
5.24807460249798e+05	(-2.15627636136279e+01dB,-8.52082867033359e+01°)
5.30884444231015e+05	(-2.16620737428871e+01dB,-8.52628859390448e+01°)
5.37031796370279e+05	(-2.17613994696333e+01dB,-8.53168686597633e+01°)
5.43250331492460e+05	(-2.18607404435586e+01dB,-8.53702416374273e+01°)
5.49540873857652e+05	(-2.19600963221183e+01dB,-8.54230115759980e+01°)
5.55904257270431e+05	(-2.20594667703632e+01dB,-8.54751851119234e+01°)
5.62341325190377e+05	(-2.21588514607757e+01dB,-8.55267688146057e+01°)
5.68852930843870e+05	(-2.22582500731094e+01dB,-8.55777691868729e+01°)
5.75439937337186e+05	(-2.23576622942316e+01dB,-8.56281926654545e+01°)
5.82103217770901e+05	(-2.24570878179692e+01dB,-8.56780456214611e+01°)
5.88843655355618e+05	(-2.25565263449579e+01dB,-8.57273343608680e+01°)
5.95662143529040e+05	(-2.26559775824940e+01dB,-8.57760651250018e+01°)
6.02559586074388e+05	(-2.27554412443899e+01dB,-8.58242440910296e+01°)
6.09536897240200e+05	(-2.28549170508324e+01dB,-8.58718773724511e+01°)
6.16595001861513e+05	(-2.29544047282435e+01dB,-8.59189710195933e+01°)
6.23734835482451e+05	(-2.30539040091446e+01dB,-8.59655310201066e+01°)
6.30957344480225e+05	(-2.31534146320235e+01dB,-8.60115632994634e+01°)
6.38263486190581e+05	(-2.32529363412037e+01dB,-8.60570737214574e+01°)
6.45654229034688e+05	(-2.33524688867172e+01dB,-8.61020680887049e+01°)
6.53130552647505e+05	(-2.34520120241789e+01dB,-8.61465521431466e+01°)
6.60693448007630e+05	(-2.35515655146650e+01dB,-8.61905315665504e+01°)
6.68343917568649e+05	(-2.36511291245928e+01dB,-8.62340119810151e+01°)
6.76082975392016e+05	(-2.37507026256034e+01dB,-8.62769989494737e+01°)
6.83911647281464e+05	(-2.38502857944474e+01dB,-8.63194979761972e+01°)
6.91830970918972e+05	(-2.39498784128718e+01dB,-8.63615145072991e+01°)
6.99841996002309e+05	(-2.40494802675108e+01dB,-8.64030539312383e+01°)
7.07945784384174e+05	(-2.41490911497778e+01dB,-8.64441215793227e+01°)
7.16143410212939e+05	(-2.42487108557601e+01dB,-8.64847227262118e+01°)
7.24435960075027e+05	(-2.43483391861160e+01dB,-8.65248625904183e+01°)
7.32824533138942e+05	(-2.44479759459735e+01dB,-8.65645463348098e+01°)
7.41310241300956e+05	(-2.45476209448321e+01dB,-8.66037790671081e+01°)
7.49894209332495e+05	(-2.46472739964658e+01dB,-8.66425658403884e+01°)
7.58577575029223e+05	(-2.47469349188286e+01dB,-8.66809116535767e+01°)
7.67361489361859e+05	(-2.48466035339622e+01dB,-8.67188214519457e+01°)
7.76247116628732e+05	(-2.49462796679052e+01dB,-8.67563001276098e+01°)
7.85235634610112e+05	(-2.50459631506047e+01dB,-8.67933525200171e+01°)
7.94328234724323e+05	(-2.51456538158296e+01dB,-8.68299834164413e+01°)
8.03526122185659e+05	(-2.52453515010858e+01dB,-8.68661975524703e+01°)
8.12830516164141e+05	(-2.53450560475331e+01dB,-8.69019996124932e+01°)
8.22242649947114e+05	(-2.54447672999042e+01dB,-8.69373942301858e+01°)
8.31763771102714e+05	(-2.55444851064253e+01dB,-8.69723859889933e+01°)
8.41395141645239e+05	(-2.56442093187381e+01dB,-8.70069794226104e+01°)
8.51138038202421e+05	(-2.57439397918243e+01dB,-8.70411790154604e+01°)
8.60993752184646e+05	(-2.58436763839309e+01dB,-8.70749892031701e+01°)
8.70963589956126e+05	(-2.59434189564973e+01dB,-8.71084143730437e+01°)
8.81048873008060e+05	(-2.60431673740848e+01dB,-8.71414588645333e+01°)
8.91250938133792e+05	(-2.61429215043062e+01dB,-8.71741269697069e+01°)
9.01571137606004e+05	(-2.62426812177584e+01dB,-8.72064229337141e+01°)
9.12010839355958e+05	(-2.63424463879555e+01dB,-8.72383509552484e+01°)
9.22571427154812e+05	(-2.64422168912634e+01dB,-8.72699151870072e+01°)
9.33254300797040e+05	(-2.65419926068367e+01dB,-8.73011197361488e+01°)
9.44060876285973e+05	(-2.66417734165560e+01dB,-8.73319686647464e+01°)
9.54992586021486e+05	(-2.67415592049669e+01dB,-8.73624659902392e+01°)
9.66050878989865e+05	(-2.68413498592207e+01dB,-8.73926156858808e+01°)
9.77237220955863e+05	(-2.69411452690156e+01dB,-8.74224216811837e+01°)
9.88553094656991e+05	(-2.70409453265404e+01dB,-8.74518878623623e+01°)
1.00000000000000e+06	(-2.71407499264175e+01dB,-8.74810180727707e+01°)
Step Information: N=4  (Step: 4/10)
1.00000000000000e+02	(-2.20002655619442e-05dB,-1.28956802142942e-01°)
1.01157945425990e+02	(-2.25127162497225e-05dB,-1.30450046403988e-01°)
1.02329299228075e+02	(-2.30371033859414e-05dB,-1.31960581438345e-01°)
1.03514216667934e+02	(-2.35737049997338e-05dB,-1.33488607457395e-01°)
1.04712854805090e+02	(-2.41228056035431e-05dB,-1.35034326990636e-01°)
1.05925372517729e+02	(-2.46846963319938e-05dB,-1.36597944912516e-01°)
1.07151930523761e+02	(-2.52596751000473e-05dB,-1.38179668469580e-01°)
1.08392691402120e+02	(-2.58480467669449e-05dB,-1.39779707307927e-01°)
1.09647819614319e+02	(-2.64501232866504e-05dB,-1.41398273500989e-01°)
1.10917481526240e+02	(-2.70662238843297e-05dB,-1.43035581577626e-01°)
1.12201845430196e+02	(-2.76966752183660e-05dB,-1.44691848550553e-01°)
1.13501081567232e+02	(-2.83418115558759e-05dB,-1.46367293945088e-01°)
1.14815362149688e+02	(-2.90019749491903e-05dB,-1.48062139828242e-01°)
1.16144861384034e+02	(-2.96775154181218e-05dB,-1.49776610838134e-01°)
1.17489755493953e+02	(-3.03687911409111e-05dB,-1.51510934213757e-01°)
1.18850222743702e+02	(-3.10761686278163e-05dB,-1.53265339825082e-01°)
1.20226443461741e+02	(-3.18000229323114e-05dB,-1.55040060203510e-01°)
1.21618600064637e+02	(-3.25407378468561e-05dB,-1.56835330572682e-01°)
1.23026877081238e+02	(-3.32987060948084e-05dB,-1.58651388879638e-01°)
1.24451461177139e+02	(-3.40743295570544e-05dB,-1.60488475826341e-01°)
1.25892541179417e+02	(-3.48680194648866e-05dB,-1.62346834901566e-01°)
1.27350308101666e+02	(-3.56801966382058e-05dB,-1.64226712413152e-01°)
1.28824955169314e+02	(-3.65112916890092e-05dB,-1.66128357520636e-01°)
1.30316677845230e+02	(-3.73617452663435e-05dB,-1.68052022268256e-01°)
1.31825673855641e+02	(-3.82320082819741e-05dB,-1.69997961618341e-01°)
1.33352143216333e+02	(-3.91225421447318e-05dB,-1.71966433485084e-01°)
1.34896288259166e+02	(-4.00338190160778e-05dB,-1.73957698768709e-01°)
1.36458313658893e+02	(-4.09663220540953e-05dB,-1.75972021390029e-01°)
1.38038426460289e+02	(-4.19205456729130e-05dB,-1.78009668325404e-01°)
1.39636836105594e+02	(-4.28969957982712e-05dB,-1.80070909642108e-01°)
1.41253754462276e+02	(-4.38961901394827e-05dB,-1.82156018534101e-01°)
1.42889395851111e+02	(-4.49186584700732e-05dB,-1.84265271358212e-01°)
1.44543977074593e+02	(-4.59649428978159e-05dB,-1.86398947670748e-01°)
1.46217717445672e+02	(-4.70355981588749e-05dB,-1.88557330264517e-01°)
1.47910838816821e+02	(-4.81311919148422e-05dB,-1.90740705206287e-01°)
1.49623565609444e+02	(-4.92523050382048e-05dB,-1.92949361874674e-01°)
1.51356124843621e+02	(-5.03995319431362e-05dB,-1.95183592998466e-01°)
1.53108746168203e+02	(-5.15734808815725e-05dB,-1.97443694695397e-01°)
1.54881661891249e+02	(-5.27747742749714e-05dB,-1.99729966511360e-01°)
1.56675107010815e+02	(-5.40040490412500e-05dB,-2.02042711460082e-01°)
1.58489319246112e+02	(-5.52619569352245e-05dB,-2.04382236063249e-01°)
1.60324539069005e+02	(-5.65491648909810e-05dB,-2.06748850391106e-01°)
1.62181009735893e+02	(-5.78663553787117e-05dB,-2.09142868103511e-01°)
1.64058977319954e+02	(-5.92142267576965e-05dB,-2.11564606491476e-01°)
1.65958690743757e+02	(-6.05934936620729e-05dB,-2.14014386519185e-01°)
1.67880401812257e+02	(-6.20048873673208e-05dB,-2.16492532866494e-01°)
1.69824365246175e+02	(-6.34491561789303e-05dB,-2.18999373971924e-01°)
1.71790838715759e+02	(-6.49270658374629e-05dB,-2.21535242076152e-01°)
1.73780082874938e+02	(-6.64393999139734e-05dB,-2.24100473266003e-01°)
1.75792361395870e+02	(-6.79869602266485e-05dB,-2.26695407518952e-01°)
1.77827941003893e+02	(-6.95705672834841e-05dB,-2.29320388748134e-01°)
1.79887091512879e+02	(-7.11910606892858e-05dB,-2.31975764847883e-01°)
1.81970085860999e+02	(-7.28492996086023e-05dB,-2.34661887739792e-01°)
1.84077200146896e+02	(-7.45461632190183e-05dB,-2.37379113419304e-01°)
1.86208713666287e+02	(-7.62825511731295e-05dB,-2.40127802002841e-01°)
1.88364908948981e+02	(-7.80593840798064e-05dB,-2.42908317775483e-01°)
1.90546071796325e+02	(-7.98776039912480e-05dB,-2.45721029239189e-01°)
1.92752491319094e+02	(-8.17381748948592e-05dB,-2.48566309161582e-01°)
1.94984459975805e+02	(-8.36420832369553e-05dB,-2.51444534625293e-01°)
1.97242273611486e+02	(-8.55903384387554e-05dB,-2.54356087077874e-01°)
1.99526231496889e+02	(-8.75839734278076e-05dB,-2.57301352382295e-01°)
2.01836636368157e+02	(-8.96240451964208e-05dB,-2.60280720868009e-01°)
2.04173794466954e+02	(-9.17116353465984e-05dB,-2.63294587382625e-01°)
2.06538015581054e+02	(-9.38478506793365e-05dB,-2.66343351344161e-01°)
2.08929613085405e+02	(-9.60338237704253e-05dB,-2.69427416793910e-01°)
2.11348903983666e+02	(-9.82707135790423e-05dB,-2.72547192449910e-01°)
2.13796208950224e+02	(-1.00559706052493e-04dB,-2.75703091761039e-01°)
2.16271852372703e+02	(-1.02902014759887e-04dB,-2.78895532961723e-01°)
2.18776162394956e+02	(-1.05298881536426e-04dB,-2.82124939127285e-01°)
2.21309470960565e+02	(-1.07751577145057e-04dB,-2.85391738229927e-01°)
2.23872113856835e+02	(-1.10261401938128e-04dB,-2.88696363195359e-01°)
2.26464430759307e+02	(-1.12829686560521e-04dB,-2.92039251960085e-01°)
2.29086765276778e+02	(-1.15457792644106e-04dB,-2.95420847529340e-01°)
2.31739464996849e+02	(-1.18147113536925e-04dB,-2.98841598035706e-01°)
2.34422881531993e+02	(-1.20899075036232e-04dB,-3.02301956798398e-01°)
2.37137370566167e+02	(-1.23715136146621e-04dB,-3.05802382383233e-01°)
2.39883291901950e+02	(-1.26596789858404e-04dB,-3.09343338663295e-01°)
2.42661009508243e+02	(-1.29545563927936e-04dB,-3.12925294880292e-01°)
2.45470891568504e+02	(-1.32563021695547e-04dB,-3.16548725706628e-01°)
2.48313310529558e+02	(-1.35650762916024e-04dB,-3.20214111308186e-01°)
2.51188643150959e+02	(-1.38810424592963e-04dB,-3.23921937407833e-01°)
2.54097270554932e+02	(-1.42043681866158e-04dB,-3.27672695349662e-01°)
2.57039578276888e+02	(-1.45352248884549e-04dB,-3.31466882163968e-01°)
2.60015956316529e+02	(-1.48737879719670e-04dB,-3.35305000632978e-01°)
2.63026799189540e+02	(-1.52202369294545e-04dB,-3.39187559357333e-01°)
2.66072505979882e+02	(-1.55747554339594e-04dB,-3.43115072823341e-01°)
2.69153480392693e+02	(-1.59375314356265e-04dB,-3.47088061470997e-01°)
2.72270130807793e+02	(-1.63087572619254e-04dB,-3.51107051762797e-01°)
2.75422870333818e+02	(-1.66886297203812e-04dB,-3.55172576253331e-01°)
2.78612116862979e+02	(-1.70773502008236e-04dB,-3.59285173659688e-01°)
2.81838293126447e+02	(-1.74751247842926e-04dB,-3.63445388932667e-01°)
2.85101826750393e+02	(-1.78821643510766e-04dB,-3.67653773328805e-01°)
2.88403150312662e+02	(-1.82986846921281e-04dB,-3.71910884483238e-01°)
2.91742701400119e+02	(-1.87249066251098e-04dB,-3.76217286483397e-01°)
2.95120922666640e+02	(-1.91610561090915e-04dB,-3.80573549943554e-01°)
2.98538261891798e+02	(-1.96073643660003e-04dB,-3.84980252080225e-01°)
3.01995172040204e+02	(-2.00640680031329e-04dB,-3.89437976788436e-01°)
3.05492111321553e+02	(-2.05314091373093e-04dB,-3.93947314718873e-01°)
3.09029543251361e+02	(-2.10096355243322e-04dB,-3.98508863355909e-01°)
3.12607936712398e+02	(-2.14990006897029e-04dB,-4.03123227096539e-01°)
3.16227766016840e+02	(-2.19997640631962e-04dB,-4.07791017330214e-01°)
3.19889510969142e+02	(-2.25121911166202e-04dB,-4.12512852519593e-01°)
3.23593656929630e+02	(-2.30365535032182e-04dB,-4.17289358282227e-01°)
3.27340694878840e+02	(-2.35731292037266e-04dB,-4.22121167473174e-01°)
3.31131121482593e+02	(-2.41222026713756e-04dB,-4.27008920268570e-01°)
3.34965439157830e+02	(-2.46840649844135e-04dB,-4.31953264250155e-01°)
3.38844156139205e+02	(-2.52590139995034e-04dB,-4.36954854490766e-01°)
3.42767786546453e+02	(-2.58473545097501e-04dB,-4.42014353640820e-01°)
3.46736850452534e+02	(-2.64493984059145e-04dB,-4.47132432015784e-01°)
3.50751873952571e+02	(-2.70654648418727e-04dB,-4.52309767684641e-01°)
3.54813389233578e+02	(-2.76958804036484e-04dB,-4.57547046559388e-01°)
3.58921934645008e+02	(-2.83409792831732e-04dB,-4.62844962485538e-01°)
3.63078054770104e+02	(-2.90011034537873e-04dB,-4.68204217333683e-01°)
3.67282300498087e+02	(-2.96766028529767e-04dB,-4.73625521092082e-01°)
3.71535229097175e+02	(-3.03678355668505e-04dB,-4.79109591960333e-01°)
3.75837404288447e+02	(-3.10751680200233e-04dB,-4.84657156444098e-01°)
3.80189396320564e+02	(-3.17989751699382e-04dB,-4.90268949450924e-01°)
3.84591782045357e+02	(-3.25396407054375e-04dB,-4.95945714387159e-01°)
3.89045144994284e+02	(-3.32975572499685e-04dB,-5.01688203255975e-01°)
3.93550075455781e+02	(-3.40731265694226e-04dB,-5.07497176756513e-01°)
3.98107170553500e+02	(-3.48667597852843e-04dB,-5.13373404384164e-01°)
4.02717034325462e+02	(-3.56788775921264e-04dB,-5.19317664531993e-01°)
4.07380277804116e+02	(-3.65099104807032e-04dB,-5.25330744593327e-01°)
4.12097519097334e+02	(-3.73602989656813e-04dB,-5.31413441065508e-01°)
4.16869383470339e+02	(-3.82304938193537e-04dB,-5.37566559654843e-01°)
4.21696503428586e+02	(-3.91209563100888e-04dB,-5.43790915382738e-01°)
4.26579518801596e+02	(-4.00321584465713e-04dB,-5.50087332693057e-01°)
4.31519076827769e+02	(-4.09645832283200e-04dB,-5.56456645560695e-01°)
4.36515832240170e+02	(-4.19187249009394e-04dB,-5.62899697601402e-01°)
4.41570447353316e+02	(-4.28950892181295e-04dB,-5.69417342182844e-01°)
4.46683592150967e+02	(-4.38941937094918e-04dB,-5.76010442536945e-01°)
4.51855944374926e+02	(-4.49165679546127e-04dB,-5.82679871873499e-01°)
4.57088189614879e+02	(-4.59627538638103e-04dB,-5.89426513495083e-01°)
4.62381021399264e+02	(-4.70333059641965e-04dB,-5.96251260913275e-01°)
4.67735141287202e+02	(-4.81287916945246e-04dB,-6.03155017966192e-01°)
4.73151258961485e+02	(-4.92497917049678e-04dB,-6.10138698937375e-01°)
4.78630092322643e+02	(-5.03969001647195e-04dB,-6.17203228676014e-01°)
4.84172367584104e+02	(-5.15707250763573e-04dB,-6.24349542718550e-01°)
4.89778819368451e+02	(-5.27718885980317e-04dB,-6.31578587411656e-01°)
4.95450190804795e+02	(-5.40010273734791e-04dB,-6.38891320036605e-01°)
5.01187233627277e+02	(-5.52587928678356e-04dB,-6.46288708935071e-01°)
5.06990708274709e+02	(-5.65458517129167e-04dB,-6.53771733636337e-01°)
5.12861383991370e+02	(-5.78628860612881e-04dB,-6.61341384985956e-01°)
5.18800038928966e+02	(-5.92105939461394e-04dB,-6.68998665275871e-01°)
5.24807460249778e+02	(-6.05896896508184e-04dB,-6.76744588376002e-01°)
5.30884444230993e+02	(-6.20009040873523e-04dB,-6.84580179867339e-01°)
5.37031796370258e+02	(-6.34449851841490e-04dB,-6.92506477176518e-01°)
5.43250331492438e+02	(-6.49226982798900e-04dB,-7.00524529711945e-01°)
5.49540873857630e+02	(-6.64348265300782e-04dB,-7.08635399001439e-01°)
5.55904257270409e+02	(-6.79821713217065e-04dB,-7.16840158831443e-01°)
5.62341325190355e+02	(-6.95655526965330e-04dB,-7.25139895387799e-01°)
5.68852930843847e+02	(-7.11858097856631e-04dB,-7.33535707398122e-01°)
5.75439937337163e+02	(-7.28438012527392e-04dB,-7.42028706275767e-01°)
5.82103217770877e+02	(-7.45404057498858e-04dB,-7.50620016265432e-01°)
5.88843655355595e+02	(-7.62765223812047e-04dB,-7.59310774590393e-01°)
5.95662143529017e+02	(-7.80530711793171e-04dB,-7.68102131601399e-01°)
6.02559586074364e+02	(-7.98709935916766e-04dB,-7.76995250927245e-01°)
6.09536897240176e+02	(-8.17312529791603e-04dB,-7.85991309627033e-01°)
6.16595001861489e+02	(-8.36348351253979e-04dB,-7.95091498344150e-01°)
6.23734835482426e+02	(-8.55827487584787e-04dB,-8.04297021461968e-01°)
6.30957344480200e+02	(-8.75760260844603e-04dB,-8.13609097261297e-01°)
6.38263486190556e+02	(-8.96157233330664e-04dB,-8.23028958079601e-01°)
6.45654229034662e+02	(-9.17029213171174e-04dB,-8.32557850471997e-01°)
6.53130552647479e+02	(-9.38387260035759e-04dB,-8.42197035374055e-01°)
6.60693448007603e+02	(-9.60242690987145e-04dB,-8.51947788266422e-01°)
6.68343917568622e+02	(-9.82607086465419e-04dB,-8.61811399341286e-01°)
6.76082975391989e+02	(-1.00549229641163e-03dB,-8.71789173670692e-01°)
6.83911647281437e+02	(-1.02891044653846e-03dB,-8.81882431376749e-01°)
6.91830970918944e+02	(-1.05287394473453e-03dB,-8.92092507803715e-01°)
6.99841996002281e+02	(-1.07739548762645e-03dB,-9.02420753692018e-01°)
7.07945784384146e+02	(-1.10248806729855e-03dB,-9.12868535354202e-01°)
7.16143410212910e+02	(-1.12816497815319e-03dB,-9.23437234852828e-01°)
7.24435960074998e+02	(-1.15443982393741e-03dB,-9.34128250180358e-01°)
7.32824533138912e+02	(-1.18132652494302e-03dB,-9.44942995441023e-01°)
7.41310241300926e+02	(-1.20883932535574e-03dB,-9.55882901034720e-01°)
7.49894209332465e+02	(-1.23699280078361e-03dB,-9.66949413842931e-01°)
7.58577575029193e+02	(-1.26580186596733e-03dB,-9.78143997416707e-01°)
7.67361489361828e+02	(-1.29528178264869e-03dB,-9.89468132166727e-01°)
7.76247116628701e+02	(-1.32544816764808e-03dB,-1.00092331555545e+00°)
7.85235634610081e+02	(-1.35631700110681e-03dB,-1.01251106229137e+00°)
7.94328234724291e+02	(-1.38790463493096e-03dB,-1.02423290452548e+00°)
8.03526122185627e+02	(-1.42022780142804e-03dB,-1.03609039204975e+00°)
8.12830516164109e+02	(-1.45330362215593e-03dB,-1.04808509249796e+00°)
8.22242649947081e+02	(-1.48714961694827e-03dB,-1.06021859154861e+00°)
8.31763771102681e+02	(-1.52178371317733e-03dB,-1.07249249313008e+00°)
